organisation,city,addressbook_id,description,image1,showhotel,image2,image3,image4,starcategories_id,cuisine,bars,restaurants,checkout,accessrail,accessair,accessbus,advantage,logo,rooms,ac,roomfacility,otherfacility,services,creditcards,fhra,WebWriteUp1,WebWriteUp2,url,Metatype,Descr,Keywords,Display,CheckIn,ChildExtraBed,Pets,Bedroom,HotelView,Outdoors,Amenities,Activities,LivingArea,Media,Food,Internet,Parking,HotelServices,General,Chk_BF_Incl,Chk_Board,Chk_ChildFree,Chk_Restaurant,Chk_Bar,Chk_BusiCentre,Chk_Parking,Chk_Swim,Chk_Laundry,Chk_Fitness,Chk_Sauna,Chk_AC,Chk_Heating,Chk_Wifi,Chk_MiniBar,Chk_Phone,Chk_Security,Chk_Smoke,Chk_Cable
"Taj Chandigarh",Chandigarh,2490,"In the tastefully planned city of Chandigarh, the Taj hotel group operates this  excellent business hotel. Very modern and contemporary, the Taj Chandigarh offers rooms equipped with everything a business traveller needs.  

For leisure travelers too, this hotel stands out amidst the lack of choice in the area. accommodation isn't large in this capital city of both Punjab and Haryana states. All considered, this is a good choice of a hotel in this modern city.",,,,,,,,,,,,,,,,,,,,,,,"Rooms at the Taj Chandigarh have modern interiors with extra large plasma screen televisions, worktables, and modern amenities in the bathrooms. The Luxury rooms are a very generous in size and space, and have separate living and sleeping areas.",,taj-chandigarh,"In the tastefully planned city of Chandigarh, the Taj hotel group operates this  excellent business hotel. Very modern and contemporary, the Taj Chandigarh offers rooms equipped with everything a business traveller needs. ","Taj Chandigarh in Chandigarh - Travel in India | Travellers Palm","taj chandigarh, city, hotel, travel, india, tours, travel, special places",1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cochrane Place",Kurseong,2492,"On the outskirts of Kurseong is Cochrane Place, a beautifully restored stately British colonial home.

Nestled in the foothills of the Himalayas with awe-inspiring views of the majestic Kanchenjunga, Cochrane Place is surrounded by the aroma of the finest Darjeeling tea.

The buildings of stone, log and cast iron, regal antique furniture and colonial cuisine, give the hotel a Raj ambiance.",,,,,,3,,,,12:00,,,,,,31,,,,,"Visa, Mastercard",,"Combining old world charm with modern facilities, Cochrane Place has thirty one bedrooms, each individually named after the glorious peaks of the Kanchenjunga range.

The well-appointed guest rooms have a distinctive character, and evoke the days of the British Raj with wood paneling, handcrafted furniture, antique burma teak beds, mock fireplaces, elegant bathrooms, and beautiful vistas.",,cochrane-place,"On the outskirts of Kurseong is Cochrane Place, a beautifully restored stately British colonial home.","Cochrane Place in Kurseong - Travel in India | Travellers Palm","cochrane place, heritage hotel, kurseong, colonial, home, special places",1,14:00,"Free! All children under 5 years stay free of charge when using existing beds.
One older child or adult is charged INR 900 per person per night in an extra bed.
The maximum number of extra beds/children's cots permitted in a room is 1.
Any type of extra bed or child's cot/crib is upon request and needs to be confirmed by management.
Supplements are not calculated automatically in the total costs and will have to be paid for separately during your stay
","Pets are not allowed.",,,"Garden, Sun terrace",,"Table tennis, Hiking, Spa and wellness centre, Bicycle rental, Games room, Library, Children's playground, Karaoke","Seating Area, Desk","Cable Channels, Telephone, TV","Restaurant
","internet via modem is available in public areas and costs INR 91 per hour.","Free! Free private parking is possible on site (reservation is not needed).","Room service, Packed lunches, Tour desk, Laundry, Dry cleaning, Fax/photocopying, Gift shop
","Newspapers, Non-smoking rooms, Facilities for disabled guests, Family rooms, Heating, Non-smoking throughout, Designated smoking area, Hardwood/Parquet floors
",1,0,5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
"Norbu Ghang House",Pelling,2497,"Built as meditative retreat, the Norbu Gang House has only 8 rooms in a handsome house. 

Their open plan kitchen and traditional style lobby cum salon immediately invokes the feel of being in a true Sikkimese home. 

The rooms are built on an extra large scale, all with balconies. There's a beautifully crafted Buddhist altar in their meditation room and the silence of the forest all around the house. 
",,,,,,,,,,,,,,,,,,,,,,,"We recommend the Suite rooms of Norbu Ghang House, which are attic rooms under the pointed eaves of the house. More apartment-like than a hotel room, the Suites have a separate sitting / television area and a dressing table. The bathtubs are of the large, tub like variety and the bathrooms very clean.

Meals are served on the family style dining table just off the kitchen. The open kitchen invites guests to watch the chefs at work. Guests are served a variety of food and the chefs are open to receiving special requests. 

The meditation room is open to all guests and offers a good opportunity to see Buddhist idols and meditative symbols and paraphernalia up close. There are some easy walks and some steeper climbs from the hotel and a small garden of marigolds and wildflowers around the house to spend an afternoon in.  ",,norbu-ghang-house,"Built as meditative retreat, the Norbu Gang House has only 8 rooms in a handsome house. ","Norbu Ghang House in Pelling - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bagha-ka-Bagh,Ghanerao,2498,,,,,,,,,,,,,,,,,,,,,,,,,,bagha-ka-bagh,,"Bagha-ka-Bagh in Ghanerao - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yuksom Residency",Yuksom,2499,"Located in peaceful village surroundings in Lower Yuksom, this pleasant hotel is modern in design and conveniences, and has a welcoming feel. 

The 20 rooms are simply furnished, but very spacious. There is a large garden, a restaurant, and a peaceful meditation room.",,,,,,,,,,"12.00 noon.",,,,,,25,,,,,,,"The lofts are large with wooden floors and a pinewood ceilings. They have a separate sitting and sleeping area, and a small balcony. The sofas and bedspreads are cheerful And the bathrooms in the luxury lofts feature bathtubs tucked under a triangular eave. 

The food on offer is generally Continental, Chinese and Indian, but local Sikkimese food is available on request. 

Yuksom Residency has several indoor and outdoor common areas. The rear lawn is an especially pleasant spot from which to watch the daily life of Yuksom's small populace. Yuksom's 'king's coronation' stupa is a short walk away.",,yuksom-residency,"A recently built hotel in the small town of Yuksom, the Yuksom Residency is modern in design and conveniences. The Luxury Lofts however are cosy attic spaces with a lot of character. 
","Yuksom Residency in Yuksom - Travel in India | Travellers Palm","yuksom residency, hotel, western sikkim, travel, special places",1,"12.00 noon.","Children below 8 years no charge.
",,,,Garden,,"meditation Hall",,,"Restaurant, Bar
","Internet, WiFi",,,,0,0,8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Arts Reverie",Ahmedabad,2500,"The Art Reverie guesthouse is possibly the closest you'll get to living like the humble hoi polloi of Gujarat's capital city - Ahmedabad. 

A converted 'pol' or traditional community house within the old part of the city, the guesthouse has the feel of a doll house with compact but colourful rooms. The building is surrounded by other ""pols"" and allows you a glimpse into the soul of old Ahmedabad.",,,,,,,,,,,,,,,,,,,,,,,"Originally founded as an Indo-French project aimed at providing a haven for international artists, the guesthouse is now open to one and all. Easels angled towards the windows are still found in the rooms, and the choice and use of colours in the rooms such as burnt orange, robin's egg blue and deep burgundy indicate that it is still a whimsical artists' hideaway. 

Much effort has gone into preserving the original design of the house. While this means that the original 80 year old white moldings of cherubs and lance bearing horsemen are still intact, it also means that the 4 rooms in the guesthouse, there are only 2 bathrooms which are shared by the guests. These black and white tiled bathrooms however are extremely clean and well appointed. 

If you don't mind the slightly cramped rooms and shared amenities Arts Reverie will provide you with an opportunity to discover the real essence of old Ahmedabad which rests in these community houses that have stood for hundreds of years and still shelter a large part of the populace.",,arts-reverie,"The Art Reverie guesthouse is possibly the closest you'll get to living like the humble hoi polloi of Gujarat's capital city - Ahmedabad. ","Arts Reverie in Ahmedabad - Travel in India | Travellers Palm","arts reverie, ahmedabad, guesthouse, hotel, gujarat, special  places",1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hotel Utkarsh Vilas",Agra,2502,"This bright modern hotel is professionally run, and has a quiet location, in a newly developed area of Agra, close to modern shopping malls, and with easy access to the nearby Taj Mahal. 

Utkarsh Vilas has a large grand lobby leading to an open plan bar, then the spacious restaurant, and finally a large sunny swimming pool. The rooms themselves are spread over 3 floors, and are comfortable and well equipped. ",,,,,,3,,,,"11:00 AM",,,,,,70,,,,,,,,,hotel-utkarsh-vilas,,"Hotel Utkarsh Vilas in Agra - Travel in India | Travellers Palm",,1,"14:00 HRS",,,Wardrobes,,"Swimming Pool",,,,"Satellite Television","Bar & Restaurant
","WiFi is available in all areas and charges are applicable.","Free! Free private parking is possible on site (reservation is not needed).","Car Rental Facility,Conference / Banquet Hall, Gym, Spa
",,1,0,,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
"Hotel Yamuna View",Agra,2503,,,,,,,,,,,,,,,,,,,,,,,,,,hotel-yamuna-view,,"Hotel Yamuna View in Agra - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hotel Crystal Inn",Agra,2504,"This small friendly hotel is located in a newly developed area of the city, close to two new shopping malls, and Shilpgram, the Eastern entrance to the Taj Mahal. The 32 rooms are compact, but are well furnished with modern facilities and small en-suite bathrooms. There is a nicely decorated restaurant, Spice Garden, in the basement. In the evenings, drinks and meals are also served on the rooftop terrace, from where there good views of the Taj Mahal.",,,,,,,,,,,,,,,,,,,,,,,,,hotel-crystal-inn,,"Hotel Crystal Inn in Agra - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banjara Retreat - Shoja",Dharamsala,2505,,,,,,,,,,,,,,,,,,,,,,,,,,banjara-retreat--shoja,,"Banjara Retreat - Shoja in Dharamsala - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banjara Retreat - Sangla",Dharamsala,2506,,,,,,,,,,,,,,,,,,,,,,,,,,banjara-retreat--sangla,,"Banjara Retreat - Sangla in Dharamsala - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banjara Retreat - Thanedar",Dharamsala,2507,,,,,,,,,,,,,,,,,,,,,,,,,,banjara-retreat--thanedar,,"Banjara Retreat - Thanedar in Dharamsala - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crystal Paark Inn",Mysore,2508,"Crystal Paark Inn is conveniently located in the heart of the city. 

Fitted with tiled flooring, air-conditioned rooms are furnished with a wardrobe, a flat-screen satellite TV, a work desk and tea/coffee making facilities. The en suite bathroom comes with shower.

The property houses one restaurant serving Indian, Continental and Chinese cuisine and another one specialising in seafood dishes.",,,,,,3,,,,12:00,,,,,,30,,,,,"Visa, MasterCard",,,,crystal-paark-inn,,"Crystal Paark Inn in Mysore - Travel in India | Travellers Palm",,1,12:00,"One child under 5 years stays free of charge when using existing beds. One older child or adult is charged INR 600 per person per night in an extra bed.The maximum number of extra beds in a room is 1.
There is no capacity for cots in the room.
Any type of extra bed or child's cot/crib is upon request and needs to be confirmed by management.
","Pets are not allowed.","",,Terrace,,,,,"The property houses 2 restaurants and can provide meals in the privacy of guests rooms. Ambari serves delectable Indian, Continental and Chinese cuisine. Samudra offers mouthwatering seafood dishes.","Free! WiFi is available in all areas and is free of charge.","Free private parking is possible on site (reservation is not needed).","Room service, Car hire, 24-hour front desk, Currency exchange, Tour desk, Luggage storage, Concierge service, Laundry, Ironing service, Meeting/banquet facilities","Newspapers, Shops (on site), Lift, Air conditioning",0,0,5,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
"Mancotta Chang Bungalow",Dibrugarh,2509,"Set in lush gardens bordering an old tea estate, Mancotta Chang Bungalow is a wonderful heritage hotel located just outside Dibrugarh.

The Mancotta Chang Bungalow has sloping green roofs, wrap-around verandahs and an old world elegance. The upper level rooms are excellent with old wooden floors and period furniture. 

A traveler can easily spend quality time here sipping tea on the porch while looking out at the surrounding tea plantation.",,,,,,,,,,12:00,,,,,,6,,,,,,,"A short distance away from the hustle-bustle of the main town of Dibrugarh, is the Mancotta Chang Bungalow. Built in the trademark style of tea bungalows, this is raised on stilts. The advantages include being out of the reach of any wandering beasts and also to escaping flood waters of the Brahmaputra when she breaches her banks. In addition, the raised stilts make it easier to mount an elephant!

The bungalows have features typical to homes on tea estates; sloping roofs of green coloured tin sheets, wrap-around verandahs and large handsome rooms with colonial furniture. The views from the verandahs are of the well kept garden on one side and the sprawling tea gardens at the back. 

The two rooms on the upper level are a few notches above the ones downstairs, which surprisingly are priced the same despite the considerable step-down in quality. The upstairs rooms are amazingly large and have a lofty bed to match. A large bathroom/dressing room is attached. With their hardwood floors, inviting beds and period furniture, these two rooms get top marks. 

The service is attentive with a choice of bed-tea and a fresh breakfast served either in the dining room or the verandah, depending on the weather. We chose the bright verandah for our breakfasts and dinners and it was one of the highlights of our stay here. 

Do take the time to stroll around in the tea gardens at the back and have a look at the tea-factory a short walk away. All, in all, this is a delightful place to end to your trip through the north-east.",,mancotta-chang-bungalow,"Set in lush gardens bordering an old tea estate, Mancotta Chang Bungalow is a wonderful heritage hotel located just outside Dibrugarh.","Mancotta Chang Bungalow in Dibrugarh - Travel in India | Travellers Palm",,1,12:00,,,,,,,"Trekking,Village Walk,Kayaking,Boating,Nature Walk",,,"Indian Restaurant",,,"Doctor-on-call,Parking,Internet Connectivity, Wi-Fi Connectivity",,1,0,,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
